"weight"|"lat"|"lon"|"Location"|Create Date|Closed Date|Due Date|CaseType|Case Number         
1|29.68076639|-95.49326897|9003 DUNLAP, HOUSTON TX 77074|2017-09-03 08:54:38.993|2017-09-18 11:38:02.807|2017-09-07 08:54:38.000|Flooding|        101002732856
1|29.68076785|-95.45031148|4319 MEYERWOOD, HOUSTON TX 77096|2017-08-29 15:12:39.750|2017-09-02 09:10:17.910|2017-09-02 15:12:38.000|Flooding|        101002726517
1|29.68076785|-95.45031148|4319 MEYERWOOD, HOUSTON TX 77096|2017-08-29 15:15:23.430|2017-08-29 15:17:20.647|2017-09-02 15:15:23.000|Flooding|        101002726525
1|29.68077696|-95.44960174|4307 MEYERWOOD, HOUSTON TX 77096|2017-08-29 09:15:45.370|2017-09-05 08:55:12.293|2017-09-02 09:15:45.000|Flooding|        101002726044
1|29.68078675|-95.4707115|5139 LOCH LOMOND, HOUSTON TX 77096|2017-09-26 11:52:16.007|2017-10-24 06:20:04.580|2017-09-30 11:52:15.000|Flooding|        101002770854
1|29.68079762|-95.24506128|5223 SLEEPY CREEK, HOUSTON TX 77017|2017-08-27 02:06:52.167|2017-08-31 07:20:16.040|2017-08-31 02:06:52.000|Flooding|        101002721784
1|29.68088597|-95.45227713|9402 CLIFFWOOD, HOUSTON TX 77096|2017-09-19 14:23:52.017|2017-09-25 09:30:18.977|2017-09-23 14:23:51.000|Flooding|        101002760508
1|29.68091498|-95.50494907|8914 BINTLIFF, HOUSTON TX 77074|2017-09-16 15:28:25.973|2017-09-19 10:50:14.510|2017-09-20 15:28:25.000|Flooding|        101002755566
1|29.68092382|-95.44346421|Intersection 4082 BREAKWOOD DR&4100 MEYERWOOD DR|2017-08-29 15:13:55.960|2017-09-02 09:15:18.427|2017-09-02 15:13:55.000|Flooding|        101002726521
1|29.68093075|-95.2561234|8333 ELROD, HOUSTON TX 77017|2017-09-05 16:00:36.217|2017-09-11 07:55:14.000|2017-09-09 16:00:36.000|Flooding|        101002735856
1|29.68098182|-95.52964832|8618 REAMER, HOUSTON TX 77074|2017-08-27 09:38:46.723|2017-09-04 13:15:11.330|2017-08-31 09:38:46.000|Flooding|        101002722509
1|29.6809824|-95.44884101|9403 GREENWILLOW, HOUSTON TX 77096|2017-09-19 14:29:58.637|2017-09-25 09:30:20.193|2017-09-23 14:29:58.000|Flooding|        101002760546
1|29.6809824|-95.44884101|9403 GREENWILLOW, HOUSTON TX 77096|2017-09-19 14:37:51.033|2017-09-25 09:30:20.287|2017-09-23 14:37:50.000|Flooding|        101002760576
1|29.68112381|-95.507435|6610 SHADOW CREST, HOUSTON TX 77074|2017-08-27 06:13:12.140|2017-08-31 07:25:18.490|2017-08-31 06:13:11.000|Flooding|        101002722121
1|29.68113334|-95.47625482|5242 LOCH LOMOND, HOUSTON TX 77096|2017-08-31 17:11:51.487|2017-09-05 05:15:16.950|2017-09-04 17:11:51.000|Flooding|        101002729710
1|29.68115977|-95.46195427|4818 N BRAESWOOD, HOUSTON TX 77096|2017-08-27 10:11:01.997|2017-09-02 09:05:20.023|2017-08-31 10:11:01.000|Flooding|        101002722625
1|29.6811806|-95.44592251|4184 MEYERWOOD, HOUSTON TX 77025|2017-09-19 14:39:58.480|2017-09-25 09:30:21.630|2017-09-23 14:39:58.000|Flooding|        101002760586
1|29.68122005|-95.47488595|5222 LOCH LOMOND, HOUSTON TX 77096|2017-08-31 10:51:22.780|2017-09-06 07:15:12.300|2017-09-04 10:51:22.000|Flooding|        101002728864
1|29.68126017|-95.52655633|8500 NAIRN, HOUSTON TX 77074|2017-08-27 06:55:52.983|2017-09-05 08:10:07.613|2017-08-31 06:55:52.000|Flooding|        101002722168
1|29.681264|-95.45059571|4402 MEYERWOOD, HOUSTON TX 77096|2017-09-19 14:35:50.407|2017-09-25 09:30:20.383|2017-09-23 14:35:50.000|Flooding|        101002760568
1|29.681264|-95.45059571|4402 MEYERWOOD, HOUSTON TX 77096|2017-09-19 14:37:52.437|2017-09-25 09:30:21.630|2017-09-23 14:37:52.000|Flooding|        101002760578
1|29.68128967|-95.57623365|11218 HERALD SQUARE, HOUSTON TX 77099|2017-09-28 09:11:56.880|2017-10-11 13:55:14.947|2017-10-02 09:11:56.000|Flooding|        101002773768
1|29.68132939|-95.47406494|5210 LOCH LOMOND, HOUSTON TX 77096|2017-08-28 14:42:51.513|2017-09-05 08:45:07.123|2017-09-01 14:42:50.000|Flooding|        101002724897
1|29.68133419|-95.48885503|5706 KULDELL, HOUSTON TX 77096|2017-09-06 08:42:08.073|2017-09-08 08:15:09.287|2017-09-10 08:42:07.000|Flooding|        101002736711
1|29.68150824|-95.3307735|5923 SOUTHVILLE, HOUSTON TX 77033|2017-08-30 12:36:54.437|2017-09-05 09:15:12.053|2017-09-03 12:36:54.000|Flooding|        101002727584
1|29.68155669|-95.47468644|5235 BIRDWOOD, HOUSTON TX 77096|2017-08-27 09:35:52.430|2017-09-06 09:30:16.613|2017-08-31 09:35:52.000|Flooding|        101002722503
1|29.68157324|-95.49414822|5809 BIRDWOOD, HOUSTON TX 77074|2017-08-27 09:22:57.580|2017-09-05 08:10:07.710|2017-08-31 09:22:57.000|Flooding|        101002722463
1|29.68158088|-95.45155729|4419 BREAKWOOD, HOUSTON TX 77096|2017-08-27 13:56:56.070|2017-09-02 09:05:21.260|2017-08-31 13:56:55.000|Flooding|        101002723085
1|29.68159451|-95.45047768|4403 BREAKWOOD, HOUSTON TX 77096|2017-09-19 14:33:51.220|2017-09-25 09:30:21.523|2017-09-23 14:33:51.000|Flooding|        101002760559
1|29.68160853|-95.44936607|4303 BREAKWOOD, HOUSTON TX 77096|2017-09-19 14:33:54.530|2017-09-25 09:30:20.583|2017-09-23 14:33:54.000|Flooding|        101002760562
1|29.68161793|-95.51349984|8910 BONHOMME, HOUSTON TX 77074|2017-09-17 19:16:36.820|2017-09-19 11:20:15.493|2017-09-21 19:16:36.000|Flooding|        101002756395
1|29.68166553|-95.47052974|5139 BIRDWOOD, HOUSTON TX 77096|2017-11-13 08:46:21.380|                   NULL|2017-11-17 08:46:21.000|Flooding|        101002820430
1|29.68168596|-95.53223665|8814 REAMER, HOUSTON TX 77074|2017-09-06 12:50:14.267|2017-09-08 09:55:14.203|2017-09-10 12:50:14.000|Flooding|        101002737428
1|29.6817022|-95.34466619|4934 CHENNAULT, HOUSTON TX 77033|2017-09-23 06:39:06.957|2017-09-26 11:05:14.453|2017-09-27 06:39:06.000|Flooding|        101002767073
1|29.68173719|-95.52927747|8610 SHADOW CREST, HOUSTON TX 77074|2017-08-27 09:32:27.333|2017-09-05 08:15:07.183|2017-08-31 09:32:27.000|Flooding|        101002722490
1|29.68175915|-95.46124621|4806 N BRAESWOOD, HOUSTON TX 77096|2017-09-15 11:57:44.420|2017-09-19 10:50:09.390|2017-09-19 11:57:44.000|Flooding|        101002753496
1|29.68176868|-95.44892084|9311 GREENWILLOW, HOUSTON TX 77096|2017-09-19 14:35:50.903|2017-09-25 09:30:21.633|2017-09-23 14:35:50.000|Flooding|        101002760569
1|29.6818355|-95.50771833|6614 BIRDWOOD, HOUSTON TX 77074|2017-09-15 13:23:50.413|2017-09-19 11:15:09.623|2017-09-19 13:23:49.000|Flooding|        101002753737
1|29.68187631|-95.47160444|8834 PRICHETT, HOUSTON TX 77096|2017-08-29 18:36:14.133|2017-09-06 09:35:12.510|2017-09-02 18:36:13.000|Flooding|        101002726757
1|29.68187631|-95.47160444|8834 PRICHETT, HOUSTON TX 77096|2017-09-12 18:50:40.613|2017-09-14 09:30:11.580|2017-09-16 18:50:40.000|Flooding|        101002748355
1|29.68188675|-95.48971548|8902 BIRDWOOD, HOUSTON TX 77096|2017-09-03 08:43:19.093|2017-09-05 05:15:17.210|2017-09-07 08:43:18.000|Flooding|        101002732853
1|29.6819144|-95.23688337|5551 TURTLE CREEK, HOUSTON TX 77017|2017-08-27 05:11:59.713|2017-08-30 13:00:16.290|2017-08-31 05:11:59.000|Flooding|        101002722011
1|29.68194309|-95.46094459|4802 N BRAESWOOD, HOUSTON TX 77096|2017-08-28 17:25:53.190|2017-09-02 09:10:17.697|2017-09-01 17:25:52.000|Flooding|        101002725255
1|29.68197634|-95.45938103|Intersection 4700 N BRAESWOOD BLVD&9200 W LOOP S|2017-01-18 06:14:00.423|2017-01-18 11:55:06.230|2017-01-22 06:14:00.000|Flooding|        101002463292
1|29.68197784|-95.49723205|5930 BIRDWOOD, HOUSTON TX 77074|2017-08-27 08:27:35.977|2017-08-31 07:25:19.227|2017-08-31 08:27:35.000|Flooding|        101002722338
1|29.68198392|-95.47549457|5246 BIRDWOOD, HOUSTON TX 77096|2017-09-17 19:22:20.620|2017-09-19 12:50:10.377|2017-09-21 19:22:20.000|Flooding|        101002756400
1|29.68201616|-95.49393758|5806 BIRDWOOD, HOUSTON TX 77074|2017-08-27 16:05:28.970|2017-09-05 08:40:13.753|2017-08-31 16:05:28.000|Flooding|        101002723339
1|29.68202511|-95.50052906|6148 BIRDWOOD, HOUSTON TX 77074|2017-01-18 07:50:15.540|2017-01-18 12:40:05.537|2017-01-22 07:50:15.000|Flooding|        101002463409
1|29.68202946|-95.57295631|8811 BOONE, HOUSTON TX 77099|2017-08-29 17:24:54.987|2017-09-05 07:45:11.690|2017-09-02 17:24:00.000|Flooding|        101002726665
1|29.68204258|-95.46604977|5010 LOCH LOMOND, HOUSTON TX 77096|2017-09-22 13:43:16.983|2017-09-27 07:00:09.857|2017-09-26 13:43:16.000|Flooding|        101002766309
1|29.68205461|-95.46522464|4930 LOCH LOMOND, HOUSTON TX 77096|2017-08-28 14:58:18.480|2017-09-01 14:45:17.527|2017-09-01 14:58:16.000|Flooding|        101002724943
1|29.68207504|-95.451468|9307 CLIFFWOOD, HOUSTON TX 77096|2017-09-19 14:21:52.333|2017-09-25 09:30:18.853|2017-09-23 14:21:52.000|Flooding|        101002760493
1|29.68210154|-95.44960345|4306 BREAKWOOD, HOUSTON TX 77096|2017-09-19 14:29:59.210|2017-09-25 09:30:20.703|2017-09-23 14:29:58.000|Flooding|        101002760547
1|29.68212029|-95.50682408|6525 ARIEL, HOUSTON TX 77074|2017-09-03 14:26:53.290|2017-09-06 10:30:16.523|2017-09-07 14:26:52.000|Flooding|        101002733245
1|29.68217177|-95.45198396|9302 CLIFFWOOD, HOUSTON TX 77096|2017-08-29 12:01:52.873|2017-09-02 09:10:17.910|2017-09-02 12:01:52.000|Flooding|        101002726290
1|29.6822416|-95.50496472|8830 BINTLIFF, HOUSTON TX 77074|2017-09-08 14:47:29.750|2017-09-08 14:52:21.350|2017-09-12 14:47:29.000|Flooding|        101002742156
1|29.68226531|-95.4675218|8827 S RICE, HOUSTON TX 77096|2017-09-27 10:40:09.360|2017-10-11 11:10:16.050|2017-10-01 10:40:09.000|Flooding|        101002772434
1|29.68226531|-95.4675218|8827 S RICE, HOUSTON TX 77096|2017-09-28 09:34:38.957|2017-09-28 09:36:11.963|2017-10-02 09:34:38.000|Flooding|        101002773812
1|29.68232983|-95.32905227|5950 SOUTHLARK, HOUSTON TX 77033|2017-08-29 19:12:38.673|2017-09-05 09:05:12.300|2017-09-02 19:12:38.000|Flooding|        101002726793
1|29.682355|-95.50073588|6201 ARIEL, HOUSTON TX 77074|2017-01-18 07:35:22.087|2017-01-18 16:15:05.487|2017-01-22 07:35:22.000|Flooding|        101002463378
1|29.68240066|-95.48961765|5714 BIRDWOOD, HOUSTON TX 77096|2017-08-29 08:31:40.490|2017-09-05 08:55:12.090|2017-09-02 08:31:39.000|Flooding|        101002725965
1|29.68241615|-95.46632855|5015 IMOGENE, HOUSTON TX 77096|2017-09-01 09:34:33.683|2017-09-04 13:25:11.590|2017-09-05 09:34:33.000|Flooding|        101002730373
1|29.68242464|-95.46658617|5019 IMOGENE, HOUSTON TX 77096|2017-08-31 09:23:34.113|2017-09-06 07:05:12.147|2017-09-04 09:23:33.000|Flooding|        101002728679
1|29.68243191|-95.4608197|4723 BRAESVALLEY, HOUSTON TX 77096|2017-09-12 09:27:44.827|2017-09-19 09:05:32.570|2017-09-16 09:27:44.000|Flooding|        101002746461
1|29.68243191|-95.4608197|4723 BRAESVALLEY, HOUSTON TX 77096|2017-09-12 15:35:59.873|2017-09-13 09:02:17.907|2017-09-16 15:35:59.000|Flooding|        101002747826
1|29.68243424|-95.24501018|1918 MOSA CREEK, HOUSTON TX 77017|2017-08-27 14:16:17.743|2017-08-30 13:00:16.830|2017-08-31 14:16:17.000|Flooding|        101002723130
1|29.68245672|-95.47346084|5215 ARIEL, HOUSTON TX 77096|2017-09-16 15:50:04.903|2017-09-19 12:50:14.390|2017-09-20 15:50:04.000|Flooding|        101002755590
1|29.68250397|-95.45575095|4605 BRAESWOOD, HOUSTON TX 77096|2017-08-27 15:08:37.583|2017-09-02 09:10:18.300|2017-08-31 15:08:37.000|Flooding|        101002723230
1|29.6825581|-95.5070357|6602 ARIEL, HOUSTON TX 77074|2017-08-27 11:32:35.703|2017-08-31 07:30:20.047|2017-08-31 11:32:35.000|Flooding|        101002722816
1|29.68265411|-95.46709851|8818 SAGER, HOUSTON TX 77096|2017-09-14 22:36:48.980|2017-09-18 10:40:13.737|2017-09-18 22:36:48.000|Flooding|        101002752754
1|29.68269166|-95.47322858|Intersection 5200 ARIEL ST&8820 MANHATTAN DR|2017-08-26 22:51:41.457|2017-09-04 14:55:06.270|2017-08-30 22:51:41.000|Flooding|        101002721515
1|29.68270173|-95.49658214|5918 ARIEL, HOUSTON TX 77074|2017-08-30 00:59:16.427|2017-09-04 13:40:11.480|2017-09-03 00:59:16.000|Flooding|        101002726970
1|29.68276657|-95.44218288|4027 MARTINSHIRE, HOUSTON TX 77025|2017-09-01 14:41:13.030|2017-09-05 07:25:11.963|2017-09-05 14:41:11.000|Flooding|        101002731111
1|29.68276835|-95.47628229|5258 ARIEL, HOUSTON TX 77096|2017-08-29 18:31:32.297|2017-09-06 09:35:12.423|2017-09-02 18:31:32.000|Flooding|        101002726750
1|29.6829263|-95.4505237|9107 CLIFFWOOD, HOUSTON TX 77096|2017-08-26 23:10:45.430|2017-09-02 09:20:18.220|2017-08-30 23:10:45.000|Flooding|        101002721546
1|29.68295379|-95.33577032|6818 KASSARINE, HOUSTON TX 77033|2017-04-10 14:39:38.813|2017-04-11 12:45:04.680|2017-04-14 14:39:38.000|Flooding|        101002564144
1|29.68297607|-95.52542494|8401 ARIEL, HOUSTON TX 77074|2017-08-27 13:51:32.077|2017-09-05 08:15:07.940|2017-08-31 13:51:31.000|Flooding|        101002723075
1|29.68301703|-95.4494041|9202 GREENWILLOW, HOUSTON TX 77096|2017-09-19 14:27:51.470|2017-09-25 09:30:20.453|2017-09-23 14:27:51.000|Flooding|        101002760530
1|29.6830658|-95.44276552|4039 MARTINSHIRE, HOUSTON TX 77025|2017-09-04 13:45:52.023|2017-09-06 10:10:16.587|2017-09-08 13:45:51.000|Flooding|        101002734113
1|29.68308032|-95.4762909|5247 IMOGENE, HOUSTON TX 77096|2017-08-31 10:56:35.907|2017-09-06 08:00:16.200|2017-09-04 10:56:35.000|Flooding|        101002728881
1|29.68309028|-95.34358985|Intersection 5100 BATAAN RD&6900 JUTLAND RD|2017-03-05 13:15:14.617|2017-03-06 10:55:03.340|2017-03-09 13:15:14.000|Flooding|        101002521491
1|29.68314496|-95.59760881|12327 LIMA, HOUSTON TX 77099|2017-08-27 09:40:06.043|2017-09-01 14:00:20.090|2017-08-31 09:40:05.000|Flooding|        101002722515
1|29.68326367|-95.47292999|8811 MANHATTAN, HOUSTON TX 77096|2017-08-31 10:14:14.793|2017-09-06 07:20:12.457|2017-09-04 10:14:14.000|Flooding|        101002728802
1|29.68332415|-95.30361336|7145 MOLINE, HOUSTON TX 77087|2017-09-10 12:40:29.213|2017-09-12 08:20:09.553|2017-09-14 12:40:29.000|Flooding|        101002743667
1|29.68336199|-95.47181073|5158 IMOGENE, HOUSTON TX 77096|2017-09-06 22:06:20.390|2017-09-11 09:45:14.437|2017-09-10 22:06:20.000|Flooding|        101002738367
1|29.68348741|-95.47292893|8807 MANHATTAN, HOUSTON TX 77096|2017-09-24 19:05:23.640|2017-09-27 06:55:14.590|2017-09-28 19:05:23.000|Flooding|        101002768178
1|29.68353503|-95.46697185|5025 JASON, HOUSTON TX 77096|2017-08-30 13:16:44.160|2017-09-01 14:45:18.313|2017-09-03 13:16:43.000|Flooding|        101002727640
1|29.68355222|-95.45064234|9102 CLIFFWOOD, HOUSTON TX 77096|2017-09-19 14:21:53.760|2017-09-25 09:30:18.863|2017-09-23 14:21:53.000|Flooding|        101002760494
1|29.68355548|-95.4735148|8806 MANHATTAN, HOUSTON TX 77096|2017-09-08 10:07:14.250|2017-09-11 10:20:09.210|2017-09-12 10:07:14.000|Flooding|        101002740911
1|29.68355939|-95.44062803|Intersection 9200 FORDSHIRE DR&4000 LEVONSHIRE DR|2017-08-02 14:06:45.530|2017-08-03 08:05:05.960|2017-08-06 14:06:45.000|Flooding|        101002692747
1|29.68367434|-95.46165709|4810 IMOGENE, HOUSTON TX 77096|2017-09-01 14:22:27.493|2017-09-06 11:15:16.670|2017-09-05 14:22:27.000|Flooding|        101002731070
1|29.68385559|-95.47340339|5215 JASON, HOUSTON TX 77096|2017-09-20 16:10:38.203|2017-09-21 15:10:16.480|2017-09-24 16:10:38.000|Flooding|        101002762991
1|29.68385863|-95.45510686|4550 N BRAESWOOD, HOUSTON TX 77096|2017-08-27 03:16:38.883|2017-09-02 09:05:20.727|2017-08-31 03:16:38.000|Flooding|        101002721860
1|29.68391084|-95.47559422|5251 JASON, HOUSTON TX 77096|2017-08-27 11:18:22.630|2017-09-04 13:00:10.970|2017-08-31 11:18:22.000|Flooding|        101002722783
1|29.68391902|-95.47436642|5231 JASON, HOUSTON TX 77096|2017-08-29 07:08:03.520|2017-09-06 10:25:12.710|2017-09-02 07:08:03.000|Flooding|        101002725855
1|29.68393437|-95.46384228|4902 JASON, HOUSTON TX 77096|2017-09-04 10:48:19.427|2017-09-06 12:10:12.720|2017-09-08 10:48:19.000|Flooding|        101002733853
1|29.68393523|-95.27384199|8121 NILES, HOUSTON TX 77017|2017-09-15 16:20:59.800|2017-09-20 08:00:12.360|2017-09-19 16:20:59.000|Flooding|        101002754373
1|29.68396584|-95.4665431|5018 JASON, HOUSTON TX 77096|2017-08-31 22:03:28.273|2017-09-06 11:15:17.177|2017-09-04 22:03:28.000|Flooding|        101002729977
1|29.68403418|-95.51788413|7503 JASON, HOUSTON TX 77074|2017-03-29 11:36:29.220|2017-03-29 15:10:07.080|2017-04-02 11:36:29.000|Flooding|        101002550347
1|29.68413527|-95.44950603|9002 CLIFFWOOD, HOUSTON TX 77096|2017-09-19 14:27:53.583|2017-09-25 09:30:20.380|2017-09-23 14:27:53.000|Flooding|        101002760532
1|29.68420829|-95.24844654|5211 CORAL CREEK, HOUSTON TX 77017|2017-09-04 10:28:08.300|2017-09-08 10:25:14.033|2017-09-08 10:28:08.000|Flooding|        101002733828
1|29.68425162|-95.46597265|5011 JACKWOOD, HOUSTON TX 77096|2017-09-01 07:50:50.777|2017-09-06 11:15:16.730|2017-09-05 07:50:49.000|Flooding|        101002730126
1|29.68436988|-95.4444045|4122 MARTINSHIRE, HOUSTON TX 77025|2017-09-15 07:20:56.613|2017-09-19 09:15:27.023|2017-09-19 07:20:56.000|Flooding|        101002752827
1|29.68439114|-95.47338501|5214 JASON, HOUSTON TX 77096|2017-09-09 15:56:27.353|2017-09-19 09:05:31.717|2017-09-13 15:56:27.000|Flooding|        101002743230
1|29.68439742|-95.30515702|7105 EDNA, HOUSTON TX 77087|2017-08-27 02:52:50.620|2017-09-02 17:55:13.303|2017-08-31 02:52:50.000|Flooding|        101002721836
1|29.68444776|-95.47441155|5230 JASON, HOUSTON TX 77096|2017-08-31 00:28:18.703|2017-09-05 13:45:12.400|2017-09-04 00:28:17.000|Flooding|        101002728424
1|29.68453096|-95.44954341|9002 GREENWILLOW, HOUSTON TX 77096|2017-09-20 19:10:19.567|2017-09-21 13:55:16.220|2017-09-24 19:10:19.000|Flooding|        101002763336
1|29.68460924|-95.43895607|3819 LATMA, HOUSTON TX 77025|2017-08-29 14:34:23.430|2017-09-05 09:00:07.057|2017-09-02 14:34:22.000|Flooding|        101002726471
1|29.68462863|-95.42748053|3203 DURHILL, HOUSTON TX 77025|2017-06-04 17:38:36.620|2017-06-05 12:05:04.217|2017-06-08 17:38:36.000|Flooding|        101002624177
1|29.68468998|-95.44442337|4131 LEVONSHIRE, HOUSTON TX 77025|2017-09-18 16:07:47.290|2017-09-20 06:26:17.730|2017-09-22 16:07:46.000|Flooding|        101002758219
1|29.6847087|-95.50645444|6518 JACKWOOD, HOUSTON TX 77074|2017-08-27 14:31:30.610|2017-08-31 07:30:24.740|2017-08-31 14:31:30.000|Flooding|        101002723154
1|29.68472355|-95.59160009|8518 RIPTIDE, HOUSTON TX 77072|2017-08-31 14:44:47.777|2017-09-06 10:00:16.907|2017-09-04 14:44:47.000|Flooding|        101002729375
1|29.68479195|-95.47420256|5219 JACKWOOD, HOUSTON TX 77096|2017-08-31 11:11:19.650|2017-09-05 05:55:11.153|2017-09-04 11:11:19.000|Flooding|        101002728929
1|29.68479823|-95.44968222|9000 GREENWILLOW, HOUSTON TX 77096|2017-09-19 14:27:52.000|2017-09-25 09:30:20.020|2017-09-23 14:27:51.000|Flooding|        101002760531
1|29.68498599|-95.50625325|6513 GRAPE, HOUSTON TX 77074|2017-08-27 15:12:29.987|2017-08-31 07:30:20.603|2017-08-31 15:12:29.000|Flooding|        101002723237
1|29.68499482|-95.43206096|9022 TIMBERSIDE, HOUSTON TX 77025|2017-09-12 14:20:49.860|2017-09-15 06:40:11.543|2017-09-16 14:20:49.000|Flooding|        101002747454
1|29.68511051|-95.44378634|4122 LEVONSHIRE, HOUSTON TX 77025|2017-08-30 09:23:10.087|2017-09-02 09:10:17.910|2017-09-03 09:23:09.000|Flooding|        101002727187
1|29.68514738|-95.46910784|5118 JACKWOOD, HOUSTON TX 77096|2017-08-29 18:33:57.383|2017-09-06 10:35:14.303|2017-09-02 18:33:57.000|Flooding|        101002726754
1|29.68515201|-95.36577107|3840 MOUNT PLEASANT, HOUSTON TX 77021|2017-09-27 13:53:33.423|2017-10-11 13:55:15.053|2017-10-01 13:53:33.000|Flooding|        101002772865
1|29.68520621|-95.43803336|9007 LATMA, HOUSTON TX 77025|2017-09-18 12:42:17.813|2017-09-20 06:40:12.810|2017-09-22 12:42:17.000|Flooding|        101002757462
1|29.68520675|-95.25177164|1918 AHRENS, HOUSTON TX 77017|2017-09-06 11:54:37.927|2017-09-08 09:50:14.373|2017-09-10 11:54:37.000|Flooding|        101002737275
1|29.68523187|-95.47360342|5214 JACKWOOD, HOUSTON TX 77096|2017-08-30 08:42:06.640|2017-09-05 08:25:06.343|2017-09-03 08:42:06.000|Flooding|        101002727128
1|29.68527056|-95.47446828|5226 JACKWOOD, HOUSTON TX 77096|2017-08-29 22:50:31.077|2017-09-05 09:05:12.350|2017-09-02 22:50:30.000|Flooding|        101002726943
1|29.68540924|-95.47049897|5143 GRAPE, HOUSTON TX 77096|2017-09-07 12:27:21.663|2017-09-11 10:25:09.893|2017-09-11 12:27:21.000|Flooding|        101002739323
1|29.68544928|-95.4436515|4117 GLENSHIRE, HOUSTON TX 77025|2017-09-05 22:26:15.553|2017-09-08 08:20:14.157|2017-09-09 22:26:15.000|Flooding|        101002736414
1|29.68551977|-95.25138516|4812 WEBB, HOUSTON TX 77017|2017-09-05 16:24:24.650|2017-09-07 06:15:12.400|2017-09-09 16:24:24.000|Flooding|        101002735960
1|29.68556187|-95.51557383|8523 REIMS, HOUSTON TX 77074|2017-08-27 11:55:41.530|2017-09-05 08:15:07.407|2017-08-31 11:55:41.000|Flooding|        101002722856
1|29.68559635|-95.55292475|10010 GREENFORK, HOUSTON TX 77036|2017-08-26 21:14:32.107|2017-08-30 13:00:13.173|2017-08-30 21:14:31.000|Flooding|        101002721333
1|29.68569482|-95.43907027|9001 SILVER SPRING, HOUSTON TX 77025|2017-09-15 15:26:21.113|2017-09-20 07:55:12.077|2017-09-19 15:26:20.000|Flooding|        101002754173
1|29.68591855|-95.44370901|4118 GLENSHIRE, HOUSTON TX 77025|2017-08-27 17:27:13.317|2017-09-04 14:55:06.157|2017-08-31 17:27:12.000|Flooding|        101002723466
1|29.68592545|-95.44329975|4110 GLENSHIRE, HOUSTON TX 77025|2017-08-28 12:07:30.340|2017-09-04 15:05:11.620|2017-09-01 12:07:29.000|Flooding|        101002724539
1|29.68592863|-95.44309682|4106 GLENSHIRE, HOUSTON TX 77025|2017-08-26 23:56:43.747|2017-09-02 09:20:18.220|2017-08-30 23:56:43.000|Flooding|        101002721632
1|29.68598422|-95.50302212|8614 BOB WHITE, HOUSTON TX 77074|2017-08-30 17:56:47.697|2017-09-05 09:50:11.480|2017-09-03 17:56:47.000|Flooding|        101002728155
1|29.685994|-95.46862856|5110 GRAPE, HOUSTON TX 77096|2017-09-19 23:30:09.947|2017-09-21 15:10:16.003|2017-09-23 23:30:09.000|Flooding|        101002761379
1|29.68613246|-95.4368126|3726 MURWORTH, HOUSTON TX 77025|2017-09-17 12:55:38.350|2017-09-20 08:00:11.830|2017-09-21 12:55:37.000|Flooding|        101002756139
1|29.68613512|-95.43659844|3722 MURWORTH, HOUSTON TX 77025|2017-09-20 14:11:09.930|2017-09-21 15:55:15.670|2017-09-24 14:11:09.000|Flooding|        101002762653
1|29.6861911|-95.46562951|5007 GRAPE, HOUSTON TX 77096|2017-08-30 09:14:26.470|2017-09-01 14:45:18.023|2017-09-03 09:14:25.000|Flooding|        101002727166
1|29.68621266|-95.52429903|8514 WATEKA, HOUSTON TX 77074|2017-09-01 23:51:45.520|2017-10-31 14:05:37.543|2017-09-05 23:51:45.000|Flooding|        101002731788
1|29.68630417|-95.47005868|5135 INDIGO, HOUSTON TX 77096|2017-08-29 18:47:18.680|2017-09-06 12:10:12.563|2017-09-02 18:47:18.000|Flooding|        101002726772
1|29.68633541|-95.25154563|5001 BARKLEY, HOUSTON TX 77017|2017-09-05 16:22:25.337|2017-09-07 06:15:12.440|2017-09-09 16:22:25.000|Flooding|        101002735952
1|29.68636181|-95.47371583|5207 INDIGO, HOUSTON TX 77096|2017-08-29 20:21:12.423|2017-09-07 13:35:13.740|2017-09-02 20:21:12.000|Flooding|        101002726869
1|29.68648278|-95.43582761|3707 LINKWOOD, HOUSTON TX 77025|2017-09-18 13:09:51.193|2017-09-20 06:26:17.813|2017-09-22 13:09:50.000|Flooding|        101002757530
1|29.68664734|-95.35021793|6901 LIVERPOOL, HOUSTON TX 77021|2017-08-27 00:48:19.633|2017-09-02 09:20:23.040|2017-08-31 00:48:19.000|Flooding|        101002721699
1|29.68678481|-95.50874333|Intersection 7200 BISSONNET ST&8700 FONDREN RD|2017-08-26 23:32:30.167|2017-08-30 18:00:27.110|2017-08-30 23:32:29.000|Flooding|        101002721592
1|29.6869916|-95.4355761|3702 LINKWOOD, HOUSTON TX 77025|2017-09-18 20:27:09.913|2017-09-20 06:26:17.813|2017-09-22 20:27:09.000|Flooding|        101002758772
1|29.68699665|-95.47270972|8607 MANHATTAN, HOUSTON TX 77096|2017-08-29 01:45:11.230|2017-09-05 08:50:11.970|2017-09-02 01:45:10.000|Flooding|        101002725736
1|29.6870982|-95.47228028|8606 FERRIS, HOUSTON TX 77096|2017-08-28 14:29:54.200|2017-09-05 08:45:06.827|2017-09-01 14:29:53.000|Flooding|        101002724878
1|29.68716251|-95.4681345|5103 DARNELL, HOUSTON TX 77096|2017-09-02 01:26:13.010|2017-09-06 11:15:18.413|2017-09-06 01:26:12.000|Flooding|        101002731801
